#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_the_brave_female;the Brave;la Brave;der Tapfere;;El Valiente;;;;;;;;;x
nick_the_fearless_female;the Fearless;Sans Peur;der Furchtlose;;El Temerario;;;;;;;;;x
nick_the_martyr_female;the Martyr;la Martyre;der Märtyrer;;El Mártir;;;;;;;;;x
nick_the_unlucky_female;the Unlucky;la Malchanceuse;der Glücklose;;El Desafortunado;;;;;;;;;x
nick_the_lucky_female;the Lucky;la Fortunée;der Glückliche;;El Afortunado;;;;;;;;;x
nick_the_restorer_female;the Restorer;la Restauratrice;der Wiederhersteller;;El Restaurador;;;;;;;;;x
nick_the_accursed_female;the Accursed;la Maudite;der Verfluchte;;El Condenado;;;;;;;;;x
nick_the_wicked_female;the Wicked;la Mauvaise;der Böse;;El Malvado;;;;;;;;;x
nick_the_bewitched_female;the Bewitched;l’Enchanteuse;der Verhexte;;El Embrujado;;;;;;;;;x
nick_priest_hater_female;Priest-Hater;l’Anti-cléricale;der Priesterhasser;;Repudiacuras;;;;;;;;;x
nick_the_pious_female;the Pious;la Pieuse;der Fromme;;El Piadoso;;;;;;;;;x
nick_the_apostle_female;the Apostle;l’Apôtre;der Apostel;;El Apóstol;;;;;;;;;x
nick_the_blessed_female;the Blessed;la Bénie;der Gesegnete;;El Bendito;;;;;;;;;x
nick_the_confessor_female;the Confessor;la Confesseur;der Bekenner;;El Confesor;;;;;;;;;x
nick_the_monk_female;the Monk;l'Abbesse;der Mönch;;El Monje;;;;;;;;;x
nick_the_chaste_female;the Chaste;la Chaste;der Keusche;;El Casto;;;;;;;;;x
nick_the_hunter_female;the Hunter;la Chasseresse;der Jäger;;El Cazador;;;;;;;;;x
nick_the_fowler_female;the Fowler;la Traqueuse;der Vogeljäger;;El Cazaperdices;;;;;;;;;x
nick_the_just_female;the Just;la Juste;der Gerechte;;El Justo;;;;;;;;;x
nick_the_lame_female;the Lame;la Boiteuse;der Lahme;;El Lisiado;;;;;;;;;x
nick_the_handsome_female;the Handsome;la Belle;der Schöne;;El Guapo;;;;;;;;;x
nick_the_fair_female;the Fair;l’Équitable;der Hübsche;;El Honrado;;;;;;;;;x
nick_the_mad_female;the Mad;la Folle;der Verrückte;;El Loco;;;;;;;;;x
nick_the_fat_female;the Fat;la Grosse;der Fette;;El Gordo;;;;;;;;;x
nick_the_drunkard_female;the Drunkard;l'Ivrogne;der Säufer;;El Borracho;;;;;;;;;x
nick_the_cruel_female;the Cruel;la Cruelle;der Grausame;;El Cruel;;;;;;;;;x
nick_the_wise_female;the Wise;la Sage;der Weise;;El Sabio;;;;;;;;;x
nick_the_bastard_female;the Bastard;la Bâtarde;der Bastard;;El Bastardo;;;;;;;;;x
nick_the_blind_female;the Blind;l’Aveugle;der Blinde;;El Ciego;;;;;;;;;x
nick_half_hand_female;Half-Hand;Demi-main;Halbhand;;Mediamano;;;;;;;;;x
nick_the_gouty_female;the Gouty;la Goutteuse;der Gichtige;;El Gotoso;;;;;;;;;x
nick_the_ironside_female;the Ironside;l'Intrépide;der Eiserne;;El Intrépido;;;;;;;;;x
nick_the_lion_female;the Lion;la Lionne;der Löwe;;El León;;;;;;;;;x
nick_the_lionheart_female;the Lionheart;Cœur de Lion;Löwenherz;;El Corazón de León;;;;;;;;;x
nick_the_bold_female;the Bold;la Téméraire;der Kühne;;El Audaz;;;;;;;;;x
nick_the_unready_female;the Unready;la Novice;der Unfertige;;El Novato;;;;;;;;;x
nick_the_ill_ruler_female;the Ill-Ruler;la Malavisée;der schlechte Herrscher;;El Malsoberano;;;;;;;;;x
nick_the_terrible_female;the Terrible;la Terrible;der Schreckliche;;El Terrible;;;;;;;;;x
nick_the_magnificent_female;the Magnificent;la Magnifique;der Wunderbare;;El Magnífico;;;;;;;;;x
nick_the_quarreller_female;the Quarreller;la Querelleuse;der Zänkische;;El Peleón;;;;;;;;;x
nick_the_builder_female;the Builder;la Bâtisseuse;der Erbauer;;El Constructor;;;;;;;;;x
nick_the_devil_female;the Devil;la Maléfique;der Teufel;;El Demonio;;;;;;;;;x
nick_the_dragon_female;the Dragon;le Dragon;der Drache;;El Dragón;;;;;;;;;x
nick_the_careless_female;the Careless;l’Imprudente;der Sorglose;;El Imprudente;;;;;;;;;x
nick_the_peaceable_female;the Peaceable;la Pacifique;der Friedliebende;;El Pacífico;;;;;;;;;x
nick_the_prudent_female;the Prudent;la Prudente;der Kluge;;El Prudente;;;;;;;;;x
nick_the_unwilling_female;the Unwilling;la Couarde;der Unwillige;;El Flojo;;;;;;;;;x
nick_the_lackland_female;Lackland;Sans-Terre;Ohneland;;Sin Tierra;;;;;;;;;x
nick_the_able_female;the Able;l'Habile;der Fähige;;El Habilidoso;;;;;;;;;x
nick_the_kind_female;the Kind;la Débonnaire;der Gütige;;El Amable;;;;;;;;;x
nick_the_good_female;the Good;la Bienfaitrice;der Gute;;El Bueno;;;;;;;;;x
nick_the_troubadour_female;the Troubadour;la Trobairitz;der Troubadour;;El Trovador;;;;;;;;;x
nick_the_strong_female;the Strong;la Forte;der Starke;;El Fuerte;;;;;;;;;x
nick_the_magnanimous_female;the Magnanimous;la Magnanime;der Großmütige;;El Magnánimo;;;;;;;;;x
nick_the_simple_female;the Simple;la Simple;der Simple;;El Simple;;;;;;;;;x
nick_the_merry_female;the Merry;la Joyeuse;der Fröhliche;;El Jovial;;;;;;;;;x
nick_the_noble_female;the Noble;la Noble;der Edle;;El Noble;;;;;;;;;x
nick_the_gentle_female;the Gentle;la Douce;der Sanfte;;El Gentil;;;;;;;;;x
nick_the_proud_female;the Proud;la Fière;der Stolze;;El Orgulloso;;;;;;;;;x
nick_the_silent_female;the Silent;la Taciturne;der Stille;;El Silencioso;;;;;;;;;x
nick_the_warlike_female;the Warlike;la Belliqueuse;der Kriegstreiber;;El Belicoso;;;;;;;;;x
nick_the_great_female;the Great;la Grande;der Große;;El Grande;;;;;;;;;x
nick_the_effeminate_female;the Effeminate;la Masculine;der Weibische;;El Afeminado;;;;;;;;;x
nick_the_clueless_female;the Clueless;l’Idiote;der Dusselige;;El Despistado;;;;;;;;;x
nick_the_ill_tempered_female;the Ill-tempered;la Coléreuse;der Cholerische;;Mal Genio;;;;;;;;;x
nick_the_affable_female;the Affable;l’Affable;der Umgängliche;;El Afable;;;;;;;;;x
nick_the_heathen_female;the Heathen;la Païenne;der Heide;;El Pagano;;;;;;;;;x
nick_the_liberator_female;the Liberator;la Libératrice;der Befreier;;El Libertador;;;;;;;;;x
nick_the_lisp_and_lame_female;the Lisp and Lame;la Bègue Boiteuse;die Lispelnden und die Lahmen;;el Tartamudo y Cojo;;;;;;;;;x
nick_haardraade_female;Hårdråde;Hårdråde;Hårdråde;;Hårdråde;;;;;;;;;x
nick_the_leper_female;;la Lépreuse;;;;;;;;;;;;x
#;NICKNAMES OUBLIES;;;;;;;;;;;;;x
nick_the_one_eyed;the One-Eyed;le Borgne;the One-Eyed;;the One-Eyed;;;;;;;;;x
nick_the_trembling;the Trembling;le Tremblant;the Trembling;;the Trembling;;;;;;;;;x
nick_the_black;the Black;le Noir;the Black;;the Black;;;;;;;;;x
nick_the_battler;the Battler;le Batailleur;the Battler;;the Battler;;;;;;;;;x
nick_the_leper;the Leper;le Lépreux;the Leper;;the Leper;;;;;;;;;x
nick_the_deacon;the Deacon;le Diacre;the Deacon;;the Deacon;;;;;;;;;x
nick_the_bad;the Bad;le Mauvais;the Bad;;the Bad;;;;;;;;;x
nick_the_catholic;the Catholic;le Catholique;the Catholic;;the Catholic;;;;;;;;;x
nick_the_kid;the Kid;l'Enfant;the Kid;;the Kid;;;;;;;;;x
nick_the_hairy;the Hairy;le Chevelu;the Hairy;;the Hairy;;;;;;;;;x
nick_the_peaceable;the Peaceable;le Pacifique;the Peaceable;;the Peaceable;;;;;;;;;x
nick_the_saint;the Saint;le Bienheureux;the Saint;;the Saint;;;;;;;;;x
nick_the_hunchback;the Hunchback;le Bossu;the Hunchback;;the Hunchback;;;;;;;;;x
nick_the_fratricide;the Fratricide;le Fratricide;the Fratricide;;the Fratricide;;;;;;;;;x
nick_the_lackland;Lackland;Sans Terre;Lackland;;Lackland;;;;;;;;;x
nick_the_green;the Green;le Galant;the Green;;the Green;;;;;;;;;x
nick_the_brown;the Brown;Nerra;the Brown;;the Brown;;;;;;;;;x
nick_the_white;the White;le Blanc;the White;;the White;;;;;;;;;x
nick_the_bearded;the Bearded;le Barbu;the Bearded;;the Bearded;;;;;;;;;x
nick_the_red;the Red;le Roux;the Red;;the Red;;;;;;;;;x
nick_the_pilgrim;the Pilgrim;le Pélerin;the Pilgrim;;the Pilgrim;;;;;;;;;x
nick_the_singer;the Troubadour;le Troubadour;the Troubadour;;the Troubadour;;;;;;;;;x
nick_the_butcher;the Butcher;le Boucher;the Butcher;;the Butcher;;;;;;;;;x
nick_the_bald;the Bald;le Chauve;the Bald;;the Bald;;;;;;;;;x
